식품명,에너지,단백질,지방,탄수화물,1회제공량
비키니쉐이크 쿠키크림,90.0,11,0,9,25.0
하루끼니 하루귀리,197.0,0,4.4,32,50.0
엔젤스노우 모짜렐라,305.0,0,0,0.7,100.0
서울우유 목장나들이 구워구워 치즈,70.0,0,0,0,20.0
CHOICE L MOZZARELLA PIZZA CHEESE 담백하고 고소한 모짜렐라 피자치즈,300.0,0,0,1,100.0
하모니(P3),350.0,0,0,2,100.0
남양 맛있는 우유 T,130.0,6,8,9,200.0
서울우유 나 100％,130.0,6,8,9,200.0
내추럴플랜 클래식,140.0,7,8,10,200.0
대니쉬 the 건강한 우유,125.0,7,7,9,200.0
서울우유1.8,65.0,3,4,4.5,100.0
서울우유,65.0,3,4,4.5,100.0
빙그레 굿모닝 우유,66.0,3,4,4.5,100.0
부산우유 1A,70.0,3,4,5,100.0
밀크마스터,135.0,6,8,10,200.0
연세대학교 전용목장 우유,65.0,3,3.5,5,100.0
서울우유200,65.0,3,4,4.5,100.0
파스퇴르우유 후레쉬,135.0,6,8,10,200.0
서울우유 스타벅스 밀크,120.0,6,6.6,9,200.0
서울우유 1.8,65.0,3,4,4.5,100.0
고칼슘 우유,90.0,6,3,10,200.0
서울우유2.3,65.0,3,4,4.5,100.0
건국우유,130.0,7,7.5,9,200.0
365 1등급 우유,135.0,6,8,10,200.0
서울우유 바리스타즈 밀크,130.0,6,8,9,200.0
서울우유1000,65.0,3,4,4.5,100.0
1등급 우유  (롯데 only price 전용),65.0,3,4,4.6,100.0
목장의 신선함이 살아있는 우유,65.0,3,4,4.5,100.0
덴마크 얼리브밀크 비타민 우유,115.0,6,6,9,200.0
아침의 선물,130.0,6.6,7.2,9.5,200.0
simplus 1A 우유,70.0,3,4,5,100.0
뼈가튼튼우유 고칼슘저지방,40.0,3,1,5,100.0
축협우유,70.0,3,4,5,100.0
춘천우유,130.0,6,7,11,200.0
소와나무365일순수한목장우유,125.0,6,7,9,200.0
굿밀크,70.0,3,4,5,100.0
후레쉬밀크,60.0,3,3.6,4.5,100.0
부산우유 골드,70.0,3,4,5,100.0
뼈에쏙쏙고칼슘우유,65.0,3,4,4.5,100.0
더 클래식 우유,65.0,3,3.5,5,100.0
Milk Talk연세목장우유,65.0,3,3.5,5,100.0
슈퍼밀크,55.0,3.8,2,5.5,100.0
1974 우유,70.0,3,4,5,100.0
참맛우유,130.0,6,8,9,200.0
빙그레 굿모닝 저지방 우유,49.0,3.3,2,4.5,100.0
연세대학교 세브란스 고칼슘 우유,65.0,3,3.5,5,100.0
맛있는 우유 T 깔끔한 저지방,85.0,6,2.6,9,200.0
아침&후레쉬우유,130.0,6,8,9,200.0
부산우유 클래식,70.0,3,4,5,100.0
맛있는우유 GT 고소한 저지방,95.0,6,4,9,200.0
서울우유 500,65.0,3,4,4.5,100.0
내몸을 사랑하는 습관 위너 365,70.0,3,4,5,100.0
남양 아침목장 우유,130.0,6,8,9,200.0
신선하고 맛좋은 우유,70.0,3,4,5,200.0
연세 카페와이밀크,62.0,3,3.3,5,100.0
365일 건강한 우유,125.0,33,9,7,200.0
파스퇴르 무항생제 인증목장 우유,135.0,6,8,10,200.0
파스퇴르우유 저지방,80.0,6,2,10,200.0
덴마크 얼리브밀크 저지방&칼슘,90.0,6,3,9,200.0
부산우유 더담다100,70.0,3,4,5,100.0
i우유,70.0,3,4,5,100.0
진심안심우유,140.0,6,8,11,200.0
남양 맛있는 우유 T  <멸균제품 >,130.0,6,8,9,200.0
서울우유 저지방 나 100％,40.0,3,1,4.5,100.0
오 우유,135.0,7,8,9,200.0
파스퇴르 살균시유,135.0,6,8,10,200.0
뚜레쥬르가 만든 신선한 우유,70.0,3,4,5,100.0
덴마크 얼리브밀크 프리미엄 우유,125.0,9,7,9,200.0
신선함이 가득한 우리우유,130.0,6,8,9,200.0
파스퇴르 강원청정목장 프리미엄 골드,135.0,6,8,10,200.0
아침의 선물 깔끔한 저지방,85.0,6,2.6,9,200.0
내츄럴밀크 후레쉬,130.0,6,7.5,10,200.0
대니쉬 the 건강한 저지방우유,45.0,3,1.5,5,200.0
진심을 담은 우유,70.0,3,4,5,100.0
덴마크 내추럴 밀크,125.0,6,7,9,200.0
내뼈를 사랑하는 부산우유 고칼슘,70.0,3,4,5,100.0
푸른초원 자연우유,70.0,3,4,5,100.0
프리미엄 저지방우유,45.0,3,1.5,5,100.0
범산목장 유기농 우유,64.0,3.3,3.54,4.68,100.0
남양 아인슈타인,125.0,6,7,9,200.0
농협우유,140.0,6,8,10,200.0
내츄럴 밀크 골드클래스,130.0,6,7.5,10,200.0
우유2U 오리지널,135.0,6,8,10,200.0
파스퇴르우유,135.0,6,8,10,200.0
모닝후레쉬,135.0,6,8,10,200.0
칼슘이 풍부한 고칼슘우유,45.0,3,1.6,5,100.0
건국 닥터유,125.0,6,7,9,190.0
비타민이 살아있는 우유,130.0,6,8,9,200.0
목우촌우유,140.0,6,8,11,200.0
대구우유,140.0,6,8,10,200.0
우유2U 클래식,135.0,6,8,10,200.0
1A 신선한 우유,70.0,3,4,5,100.0
후디스 순우유,70.0,3,4,5,100.0
건국 비타민우유,115.0,6,6.5,8,180.0
옳은 유기농 우유,65.0,3,3.5,5,100.0
맛있는 우유 T 편안하게 소화되는 고소한 락토프리,65.0,3.15,4,4.5,100.0
탑후레쉬우유,70.0,3,4,5,100.0
비락우유,135.0,6,8,10,200.0
진심을 담은 우유,60.0,3,3.6,4.5,100.0
365일 순수한 목장우유 저지방,85.0,6,3,9,200.0
설빙레시피에 꼭맞는 설빙우유,70.0,3,4,5,100.0
파스퇴르 유기농 우유,130.0,6,7,10,200.0
오프라이스 1등급 신선한우유,70.0,3,4,5,100.0
서울우유 1000,65.0,3,4,4.5,100.0
남양 아인슈타인 베이비,125.0,6,7,9,200.0
후디스 청정목장 우유,605.0,3,3.7,5,100.0
끌레베르 데어리젠 우유,130.0,7,7,11,200.0
신선함이 살아있는 우유,70.0,3,4,5,100.0
내친구 짱짱,140.0,6,8,10,200.0
내추럴플랜 프리미엄,70.0,3.3,3.9,5,100.0
진심을 담은 고칼슘 저지방 우유,90.0,6,3,10,200.0
굿밀크 맛있는 저지방,45.0,3,1.5,5,100.0
참맛있는 산록우유,140.0,6,8,10,200.0
가까운 목장의 신선한 원유로 만든 정일품,70.0,3,4,5,100.0
925우유,65.0,3,4,4.5,100.0
삼양우유,130.0,6,8,9,200.0
내추럴플랜 후레쉬,140.0,7,8,10,200.0
서울우유 홈밀크,65.0,3,4,4.5,100.0
속편한 우유 저지방,95.0,6,4,9,200.0
i우유저지방,45.0,3,1.1,5,100.0
탑깨비우유,70.0,3,4,5,100.0
연세우유,65.0,3,3.5,5,100.0
알뜰한 우유,65.0,3,4,4.6,100.0
숲속에 목장우유,70.0,3,4,5,100.0
카페밀크,135.0,6,8,10,200.0
앙팡 베이비(수출용 멸균),115.0,5,7,8,180.0
파스퇴르 바른목장 우유,135.0,6,8,10,200.0
저지방 925 우유,85.0,6,2.6,9,200.0
강성원우유,130.0,7,7,9,200.0
파스퇴르우유 무지방,60.0,6,0,9,200.0
삼양목장유기농우유,70.0,4,3.8,5,100.0
1974 우유 저지방,45.0,3,1.5,5,100.0
연세대학교 유기농 목장우유,64.0,3,3.5,5,100.0
삼양우리가족우유,65.0,3,3.7,5,100.0
숲골 우유 짜는 마을 후레쉬,70.0,3,4.1,5,100.0
하루우유 클래식 200,14.0,7,8,10,200.0
유기농우유,115.0,6,6,10,200.0
후디스 유기농 청정목장 우유,65.0,3,3.7,5,100.0
Home plus 더후레쉬한저온살균 우유,125.0,6,7,10,200.0
덴마크 저지방 우유,90.0,6,3,9,200.0
디에이이15,70.0,3,4,5,100.0
농축유 36,218.0,10.12,11.54,18.3,100.0
더 신선한 우유,135.0,7,7,11,200.0
아인슈타인(멸균),125.0,6,7,9,190.0
행복한 젖소의 유기농 우유,64.0,3.3,3.54,4.68,100.0
설목장 유기농우유,125.0,6,6.3,10,200.0
건국우유(멸균제품),129.0,6,7.6,9.2,200.0
오프라이스 1A 네츄럴우유,70.0,3,4,5,100.0
덴마크 목장 무항생제 인증 우유,75.0,4,4,6,120.0
쉐프초이스 신선한 우유,70.0,3,4,5,100.0
신선도원 우유,70.0,3,4,5,100.0
순우유,125.0,6,6,10,200.0
앙팡(수출용),65.0,3.3,4,4.5,100.0
뼈가튼튼우유 고칼슘3.5배,140.0,6,8,10,200.0
유기농 우유,132.0,7,7,10,200.0
후디스 순우유 저지방,90.0,6,3,10,200.0
신선하고 깨끗한 참 맛있는 우유,140.0,7,8,10,200.0
푸르밀 우유,140.0,6,8,10,100.0
건국우유 저지방,48.0,5.4,2,4.6,100.0
아산맑은우유,65.0,3,3.5,5,100.0
숲골우유짜는마을,125.0,7,7.38,9,180.0
신선한 유기농 우유,128.0,6,8,10,200.0
밀크팩토리 바나나,115.0,4,4,18,200.0
강성원우유 저지방,130.0,7,7,9,200.0
가까운 목장의 신선한 원유로 만든 저지방우유,45.0,3,1.5,5,100.0
파스퇴르우유 저지방,80.0,6,1.9,10,190.0
파스퇴르 강원청정목장 프리미엄골드 저지방,80.0,6,2,10,200.0
자연의 순수함을 담은 착한목장,62.0,3,3.5,4.6,100.0
풀우유,57.0,3,3.5,3,100.0
범산목장 저지방 유기농 우유,51.0,3,2,5,100.0
달.콤우유,70.0,3,4,5,100.0
맛있는우유T 편안하게 소화되는 깔끔한 락토프리 저지방,45.0,3.15,1.8,4.5,100.0
건국유업 순한목장 첫우유,62.0,3,3.5,4.6,100.0
1974 우유 고칼슘,140.0,6,8,11,200.0
신선하고 맛좋은 우유 저지방,80.0,6,1.9,10,200.0
이안애 더 내추럴 우유,60.0,3,3.4,5,100.0
THE 건강한우유,130.0,6,8,9,190.0
후레시스아침에저지방우유,85.0,6,3,9,180.0
덴마크 저지방&칼슘 우유,80.0,5.5,2.7,8,180.0
밀크마스터저지방,40.0,3,1,5,100.0
유기농 목초 우유,64.0,3.5,3.3,5.8,100.0
연세대학교 가볍다우유,80.0,6,1.9,10,190.0
굿밀크고칼슘1A,70.0,3,4,5,100.0
완주로컬 오늘우유,132.0,6,7,11,200.0
하루 e 한컵 우유,70.0,3,4,5,100.0
소화가 잘되는 편안한 우유,95.0,6,3.2,10,190.0
남양 맛있는 유기농 우유,115.0,5.4,6.3,9,180.0
와우목장 싱싱애愛우유,131.0,6,7,11,200.0
선서오메가3 1:4우유,56.0,2.3,2.1,7,100.0
해빗 유기농우유,70.0,4,3.8,5,100.0
신선함이 가득한 우유,130.0,6,8,9,200.0
후디스 유기농 청정목장 저지방 우유,45.0,3,1.5,5,100.0
진심을 담은 저지방우유,1000.0,7,3.6,10,200.0
덴마크 유기농 우유,115.0,6,7,10,200.0
강원청정목장 유기농 우유,125.0,6,7,10,200.0
삼다한라우유,134.0,6.4,7.8,9.6,200.0
1등급 원유로 만든 고소한 우유,490.0,25,28,35,750.0
맛이 진한 무지방우유,88.0,9,0,13,200.0
후디스 청정목장 우유 저지방,80.0,6,0,0,100.0
하루우유 플러스 180,420.0,3,3,5,180.0
베비언스 킨더밀쉬,130.0,3,7,14,200.0
후디스하이키드 밀크,455.0,16,17,59,100.0
아이꼬야 아기랑 쌀이랑 오곡,120.0,1.3,4.5,19,180.0
일동후디스 초유밀플러스(Plus)2,3.64,0.25,0,1,1.0
아기밀 냠냠 유기농 이온의 샘,35.0,0,0,9,120.0
아이꼬야 한뼘 더 큰 아기랑 콩이랑2,115.0,5.5,4.5,13.5,180.0
아이꼬야 한뼘 더 큰 아기랑 콩이랑1,120.0,5,5,13.7,180.0
아이꼬야 아기랑 쌀이랑 퀴노아 오트,120.0,1.3,4.5,19,180.0
일동프리미엄하이키드,448.0,15,17,60,100.0
베비언스 킨더밀쉬 24개월부터,130.0,3,7,14,200.0
아기밀 냠냠 유기농 주스 종합과일,55.0,0,0,14,120.0
아이꼬야 아기랑 쌀이랑 흑미,120.0,1.3,4.5,19,180.0
베비언스 뉴트리밀크 플레인,120.0,2.5,6.5,12.5,180.0
베비언스 뉴트리밀크 오곡,145.0,2.5,6.5,19,180.0
롯데푸드 키드파워 에이플러스,454.0,18,18,55,100.0
후디스하이키드쵸코,445.0,15,17,60,100.0
후기?배즙한우죽,107.0,6.6,1.8,17.5,160.0
약콩베베,65.0,4,1.3,9,140.0
연세대학교 프리미엄 베이비두유 첫돌이후,130.0,5,5,16,200.0
후기?한우대추찹쌀죽,111.0,6.2,1.7,19.4,160.0
클래식한우야채진밥,132.0,3,0,30,180.0
후기?우유야채닭죽,94.0,5.1,0.7,16.8,160.0
후기?무나물한우죽,96.0,5.9,1.8,15.5,160.0
후기?한우무죽,102.0,5.9,1.8,16.9,160.0
후기?호박찹쌀영양닭죽,96.0,5.1,0.6,18.3,160.0
후기?연두부근대죽,91.0,2.5,1.1,17.5,160.0
후기?한우청경채죽,104.0,6.7,1.8,16.6,160.0
클래식한우새송이죽,117.0,7,1.6,19,180.0
클래식한우느타리진밥,152.0,9,2.1,24,180.0
후기?한우근대현미죽,115.0,6.2,1.7,20.1,160.0
한우소고기버섯죽,123.0,5.3,0.8,23.5,200.0
후기?사과한우죽,109.0,6,1.7,18.8,160.0
후기?순두부한우죽,111.0,6.5,2.1,17.7,160.0
한우소고기야채죽,112.0,4.8,1.1,20.6,200.0
후기?한우야채김죽,116.0,6.8,1.7,18.3,160.0
한우소고기필라프,149.0,5,1.5,28.9,200.0
후기?한우참깨죽,118.0,7.1,2.1,17.6,160.0
클래식잡채닭고기진밥,135.0,5,0,28,180.0
후기?한우야채배죽,111.0,6.8,1.8,18.5,160.0
클래식한우짜짜진밥,152.0,7,1.5,28,180.0
후기?한우배추쑥갓죽,102.0,6.2,1.7,17.4,160.0
클래식감자단호박고기진밥,159.0,7,1.7,29,180.0
후기?고구마야채죽,94.0,1.8,0.4,22.2,160.0
후기?두부야채죽,89.0,2.6,1.2,16.7,160.0
클래식퀴노아한우버섯죽,132.0,7,1.7,22,180.0
후기?순두부애호박죽,95.0,2.6,1.1,18.6,160.0
한우불고기진밥,151.0,6.4,0.8,29.6,200.0
한우&배죽,132.0,3.4,0.8,27.8,200.0
클래식배한우시금치무죽,110.0,5,1.1,20,180.0
클래식양송이모듬버섯치즈진밥,172.0,5,3.1,31,180.0
후기?흰살생선야채죽,90.0,2.7,0.5,19.1,160.0
후기?아욱순두부버섯죽,92.0,2.9,1.1,17.9,160.0
남양키플러스고소한맛,155.0,6,3.2,26,39.0
후기?컬리플라워한우죽,106.0,17.2,1.8,17.2,160.0
클래식단호박고구마진밥,140.0,2,0,32,180.0
클래식청경채배새우진밥,124.0,5,0,26,180.0
클래식한우짜짜아기밥,183.0,9,2.7,30,160.0
클래식닭살고구마진밥,147.0,6,0,31,180.0
후기?아욱감자죽,87.0,2,0.5,19.7,160.0
클래식블루베리한우죽,128.0,5,1.2,24,180.0
후기?야채한우죽,111.0,6.6,1.9,19,160.0
후기?닭살영양죽,95.0,5.1,0.5,17.5,160.0
클래식흰살생선치즈한우진밥,185.0,8,3.3,31,180.0
후기?단호박어린잎채소죽,83.0,2.4,1,19.7,160.0
클래식퀴노아한우버섯진밥,161.0,8,1.8,28,180.0
후기?한우과일죽,111.0,5.5,1.4,19,160.0
클래식한우느타리새우진밥,158.0,8,1.6,27,180.0
클래식흰살생선삼색진밥,138.0,5,0,29,180.0
클래식한우들깨현미진밥,203.0,9,3.8,33,180.0
클래식느타리한우잡채아기밥,204.0,8,2.1,38,160.0
클래식한우닭죽,114.0,7,1.5,19,180.0
후기?비타민채소죽,86.0,2.1,0.5,18.7,160.0
클래식한우흰살생선죽,104.0,5,0.9,19,180.0
클래식비타민채한우진밥,163.0,9,2.6,26,180.0
클래식모듬고기진밥,147.0,8,1.2,25,180.0
전복영양죽,94.0,2.4,0.4,20.1,200.0
전복치킨진밥,212.0,12.8,1.2,37.4,200.0
후기?한우와감자시금치영양죽,112.0,5.7,1.3,20.1,160.0
클래식닭고기옥수수죽,109.0,5,0.5,21,180.0
클래식한우팽이아기밥,177.0,11,3.4,25,160.0
클래식들깨흰살생선미역죽,143.0,4,1.1,29,180.0
클래식모듬고기아기밥,162.0,10,2.2,26,160.0
클래식불고기흰살생선아기밥,133.0,8,1.3,22,160.0
후기?잔멸치채소죽,93.0,2.8,0.6,19.3,160.0
클래식배사과한우죽,125.0,5,1.2,24,180.0
후기?시금치두부죽,94.0,2.8,1.1,18.4,160.0
클래식렌틸콩한우진밥,213.0,12,4.6,32,180.0
후기?밤흑임자죽,101.0,2.1,0.6,22,160.0
영양닭죽,116.0,7,0.6,20.6,200.0
클래식메론콜리플라워배진밥,132.0,3,0,30,180.0
클래식오징어새우한우진밥,168.0,9,1.9,28,180.0
후기?밤흑미죽,107.0,2.2,0.6,23.4,160.0
후기?새우미역죽,117.0,7.1,1.8,20,160.0
후기?단호박사과죽,92.0,1.7,0.5,20.5,160.0
클래식고구마두부참깨진밥,190.0,6,4.1,33,180.0
클래식한우미역죽,133.0,7,1.6,23,180.0
클래식한우큐리진밥,174.0,7,2.1,31,180.0
클래식닭가슴살단호박카레아기밥,184.0,8,1.9,34,160.0
후기?멸치두부죽,99.0,4,1.3,17.8,160.0
한우랑아욱죽,114.0,6.5,1.2,19.2,200.0
클래식해삼대게살진밥,164.0,5,1.9,32,180.0
남양 유기농 엄마의 작품 12개월 이후,380.0,5,5,80,100.0
클래식한우들깨현미죽,164.0,7,2.8,28,180.0
후기?퀴노아한우죽,106.0,6.2,1.7,17.8,160.0
흰살생선애호박죽,105.0,3.2,0.6,21.8,200.0
후기?한우와어린잎채소영양죽,102.0,5.5,1.3,17.3,160.0
클래식퀴노아한우버섯아기밥,180.0,9,2.6,31,160.0
완료기밥?연어야채볶음밥,220.0,8.1,2.1,43,180.0
완료기밥?한우영양솥밥,219.0,9.2,2.3,40.5,180.0
클래식퀴노아흰살생선과일진밥,168.0,5,0.5,36,180.0
후기?감자당근한우죽,118.0,7,2,20,160.0
클래식대게살한우아기밥,180.0,9,2.4,31,160.0
클래식사과고구마대추죽,174.0,3,0,40,180.0
후기?한우근대죽,100.0,6,1.6,16.7,160.0
흰살연육단호박진밥,153.0,5.3,1,30.6,200.0
클래식닭가슴살진밥,136.0,6,0,27,180.0
클래식느타리치킨진밥,140.0,7,2.1,23,180.0
완료기밥?한우콩나물덮밥,166.0,7.9,2.3,29.2,180.0
클래식느타리연어진밥,189.0,7,3.7,33,180.0
클래식고구마단호박아기밥,171.0,3,0.9,38,160.0
클래식새우다시마고소미진밥,187.0,6,3.5,34,180.0
클래식닭살고구마죽,118.0,4,0,25,180.0
한우아보카도진밥,180.0,5,1,37,200.0
완료기밥?삼색나물비빔밥,183.0,3.7,1,40.1,180.0
완료기밥?한우백일송이진밥,211.0,9.2,2,39.9,180.0
한우소고기현미밥,153.0,7.1,1.4,28,200.0
클래식밤단호박죽,104.0,2,0,23,180.0
클래식검은콩한우죽,153.0,9,2.9,23,180.0
클래식비타민채한우죽,129.0,7,1.9,21,180.0
게살냠냠진밥,132.0,5.2,0.5,26.6,200.0
클래식퀴노아흰살생선과일죽,128.0,4,0,27,180.0
클래식흑미영양아기밥,189.0,3,1.2,42,160.0
클래식흑미영양진밥,204.0,4,0.8,45,180.0
삼색나물들깨진밥,138.0,3.2,0.8,30,200.0
완료기밥?닭살황기비빔밥,217.0,9.4,1.1,44,180.0
완료기밥?한우버섯볶음진밥,215.0,9.8,2.4,39.4,180.0
한우콩나물진밥,182.0,8.2,1.4,34.3,200.0
새우볶음진밥,129.0,4.3,0.4,27,200.0
클래식새우느타리한우아기밥,178.0,11,2.8,28,160.0
연어브로콜리죽,110.0,2.7,0.6,23.6,200.0
클래식렌틸콩한우죽,166.0,11,2.1,26,180.0
완료기밥?단호박한우덮밥,221.0,9.7,2.5,41.3,180.0
클래식감자단호박고기죽,112.0,5,1.1,21,180.0
클래식메론콜리플라워배죽,111.0,2,0,25,180.0
완료기밥?새우야채진밥,210.0,10.4,1.4,39.2,180.0
클래식치즈흰살생선진밥,182.0,7,3.3,31,180.0
블루베리한우진밥,168.0,10.2,1.8,27.8,200.0
클래식아보카도새우진밥,206.0,9,5,31,180.0
치킨애호박진밥,155.0,5.4,0.4,32.4,200.0
클래식오징어새우미역진밥,206.0,8,3.2,36,180.0
중기1?수수버섯죽,64.0,1.8,0.4,14.5,160.0
완료기밥?한우무조림밥,217.0,8.7,3,38.5,180.0
완료기밥?닭살흑미밥,230.0,9.4,1.2,46,180.0
그린야채닭죽,132.0,5.6,1,25.3,200.0
완료기밥?두부배추솥밥,141.0,3.8,1.7,27,180.0
클래식치즈죽,133.0,3,2.1,26,180.0
클래식메론콜리플라워과일듬뿍아기밥,142.0,3,0.7,31,160.0
클래식퀴노아버섯리조또,159.0,6,4.9,23,160.0
치즈고구마진밥,154.0,4.3,0.6,32.7,200.0
클래식비타민채한우아기밥,172.0,10,3.4,26,160.0
클래식두부비타민채진밥,225.0,9,5,36,180.0
완료기밥?닭살들깨가루진밥,224.0,10.7,2.7,40.3,180.0
완료기밥?송이깨장비빔밥,222.0,10,3.2,39.4,180.0
중기1?두부야채죽,77.0,2.2,1,14.8,160.0
클래식닭고기아기밥,154.0,8,1.1,28,160.0
클래식닭가슴살비트죽,123.0,5,0,25,180.0
클래식아보카도한우죽,144.0,5,2.9,25,180.0
소고기흰콩진밥,185.0,13.5,3.3,25.2,200.0
완료기밥?미역한우밥,226.0,11.6,2.7,42.4,180.0
클래식치즈흰살생선죽,132.0,5,2.1,24,180.0
돈불고기유부진밥,139.0,4.8,1.1,27.5,200.0
클래식곤드레단호박진밥,186.0,3,1,41,180.0
모듬야채죽,83.0,1.9,0.3,18,200.0
클래식잣고구마죽,174.0,4,3.5,32,180.0
클래식오징어새우한우아기밥,186.0,12,3.1,27,160.0
완료기밥?호두잣영양밥,254.0,5.1,8.4,40.3,180.0
완료기밥?한우브로콜리밥,210.0,9.1,2.3,38.4,180.0
클래식흰살생선치즈한우아기밥,209.0,11,6,28,160.0
완료기밥?한우미역깨장밥,239.0,11.5,3.9,42.8,180.0
완료기밥?퀴노아사과진밥,210.0,4.7,1.2,46.1,180.0
클래식느타리치킨죽,118.0,5,0,24,180.0
클래식흰콩고소미브로콜리죽,143.0,5,2,26,180.0
완료기밥?새우살김가루진밥,215.0,10.1,1.6,40.1,180.0
완료기밥?비트닭고기밥,205.0,9,1.1,40.4,180.0
클래식오트밀흑미진밥,186.0,5,3.9,33,180.0
후기?삼색야채무른밥,137.0,2.8,0.9,30.3,160.0
후기3 송이깨장비빔밥,166.0,8.2,2.8,28.2,160.0
클래식초기한우배사과죽,101.0,4,2.4,16,180.0
완료기밥?밤한우진밥,228.0,9.2,2.3,43.3,180.0
완료기밥?유부호박진밥,218.0,5.9,3.8,40.5,180.0
후기?미역한우밥,173.0,10.5,2.5,31,160.0
후기3 두부버섯진밥,146.0,4.7,1.7,29,160.0
후기3 두부배추솥밥,141.0,3.8,1.7,27,160.0
클래식고구마두부참깨아기밥,227.0,7,6,35,160.0
완료기밥?오트밀단호박영양밥,225.9,4.41,0.99,50.48,180.0
클래식초기한우미역죽,91.0,5,1.1,16,180.0
대구살가지죽,119.0,4,0,25,200.0
토마토치킨리조또,132.0,5.8,0.6,25.8,200.0
중기2?한우양배추죽,105.19,6.69,1.99,18.23,160.0
중기2?브로콜리단호박죽,90.79,1.87,0.5,20.92,160.0
완료기밥?과일야채치즈진밥,201.32,4.25,1.66,43.07,180.0
중기1?닭살단호박죽,78.44,3.83,0.55,15.08,160.0
중기1?한우아욱죽,87.11,5.97,1.81,14.73,160.0
완료기밥?흰살생선잣가루진밥,209.77,6.55,2.58,40.98,180.0
완료기밥?한우양송이볶음덮밥,214.8,9.45,2.63,39.07,180.0
참치옥수수진밥,139.0,5.2,0.6,28.3,200.0
클래식닭살한우아기밥,89.0,22,12,9,160.0
완료기밥?모듬사골국밥,216.81,10.58,2.32,39.17,180.0
완료기밥?새우살치즈진밥,217.84,10.92,2.25,38.64,180.0
완료기밥?들깨가루버섯진밥,219.94,10.11,2.94,39.28,180.0
완료기밥?오징어유부덮밥,254.04,11.12,6.14,38.17,180.0
완료기밥?한우영양밥,248.62,10.5,2.47,46.99,180.0
중기2?애호박다시마죽,78.72,1.6,0.44,17.09,160.0
중기2?한우와야채영양죽,93.79,5.35,1.31,15.5,160.0
중기1?오곡영양죽,73.61,1.48,0.47,15.87,160.0
후기?과일현미죽,91.38,1.58,0.42,20.73,160.0
클래식닭고기단호박죽,138.0,5,2.4,24,180.0
클래식고기두부죽,118.0,5,1.2,21,180.0
중기2?한우아욱죽,105.39,6.81,2.01,18.07,160.0
중기2?고구마연두부죽,96.67,2.31,1.04,20.11,160.0
완료기밥?아기청국장비빔밥,181.7,4.81,1.53,37.9,180.0
완료기밥?한우두부채소밥,215.11,9.3,2.69,38.18,180.0
완료기밥?흰살생선감자조림밥,194.08,5.54,0.85,42.14,180.0
중기1?한우배추죽,93.0,6.1,1.8,15.9,160.0
중기1?닭살밤죽,97.0,4.3,0.6,18.8,160.0
클래식배사과두부단호박죽,111.0,3,0.7,23,180.0
후기?한우콩나물덮밥,0.0,0,0,0,160.0
대구살황금팽이진밥,168.0,8,0,33,200.0
바나나아보카도죽,118.0,2.3,2.1,22.4,200.0
돈불고기야채짜장밥,161.0,3.9,1,34.2,200.0
고구마브로콜리죽,101.0,2.3,0.4,22.1,200.0
완료기밥?시금치치즈섞음밥,192.0,4.6,1.7,39.8,180.0
완료기밥?사과소스고기밥,224.0,9.5,2.2,41.7,180.0
